ocid,id,tag,buyer,title,buyer/identifier/legalName,planning/budget/amount/amount,tender/procuringEntity,tender/title,tender/description,tender/procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/milestones/status,tender/title,tender/description,tendervalueamount,procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/procuringEntity,tender/procuringEntity/additionalIdentifiers/legalName,tender/procuringEntity/name,awards/title,awards/description,awards/date,awards/value/amount,awards/suppliers,awards/contractPeriod/startDate,awards/contractPeriod/endDate,awards/suppliers/identifier/legalName,awards/suppliers/additionalIdentifiers/legalName,contractor,awards/amendment/date,contracts/title,contracts/description,contracts/period/startDate,contracts/period/endDate,contractscomp,contractsimp,category
ocds-gyl66f-borbda-tm8tgr,ocds-gyl66f-borbda-tm8tgr,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,50000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,NCB,30/06/2014,21/08/2014,COMPLETED,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,13594736.84,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,20/10/2014,13594736.84,Kojo Motors Limited,29/09/2014,15/12/2014,Kojo Motors Limited,Kojo Motors Limited,Kojo Motors Limited,NIL,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,Procurement of Toyota 2.7L Petrol Engine Project Vehicle,29/09/2014,15/12/2014,1,COMPLETED,consulting
ocds-gyl66f-borbda-7a8ebi,ocds-gyl66f-borbda-7a8ebi,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,50000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.","Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.",NCB,30/06/2014,21/08/2014,COMPLETED,"Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.","Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.",4028928.75,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.","Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.",20/10/2014,4028928.75,Richamen Ventures,29/09/2014,15/12/2014,Richamen Ventures,Richamen Ventures,Richamen Ventures,NIL,"Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.","Rehabilitation of Access Road to Erusu Arigidi Irrigation Project Site, Akoko North-West LGA, Ondo State.",29/09/2014,15/12/2014,1,COMPLETED,nonconsulting
ocds-gyl66f-borbda-l2kdls,ocds-gyl66f-borbda-l2kdls,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,50000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,NCB,30/06/2014,21/08/2014,COMPLETED,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,685174.72,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,20/10/2014,685174.72,Lasaco Assurance Plc.,29/09/2014,15/12/2014,Lasaco Assurance Plc.,Lasaco Assurance Plc.,Lasaco Assurance Plc.,NIL,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,Premium payment for the Comprehensive Insurance of Toyota 2.7L Petrol Engine Project Vehicle.,29/09/2014,15/12/2014,1,COMPLETED,goods
ocds-gyl66f-borbda-awlogo,ocds-gyl66f-borbda-awlogo,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,50000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State","Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State","Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State",14657704.44,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State","Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State",20/10/2014,14657704.44,Lecone Limited,0,15/12/2014,Lecone Limited,Lecone Limited,Lecone Limited,NIL,"Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State","Construction of Downstream Irrigation Works at Erusu-Arigidi in Akoko North West LGA, Ondo State",0,15/12/2014,0,COMPLETED,works
ocds-gyl66f-borbda-la2lhm,ocds-gyl66f-borbda-la2lhm,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,9500000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,NCB,30/06/2014,21/08/2014,COMPLETED,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,9250075.17,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,27/09/2013,9250075.17,Runola Nigeria Limited,28/09/2013,15/12/2014,Runola Nigeria Limited,Runola Nigeria Limited,Runola Nigeria Limited,NIL,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,Construction of 6Nos. Productive Borehole at Aniocha North/South/Oshimili North LGA.,28/09/2013,15/12/2014,1,COMPLETED,consulting
ocds-gyl66f-borbda-817hlb,ocds-gyl66f-borbda-817hlb,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,15000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.","Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.","Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.",14816969.78,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.","Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.",27/09/2013,14816969.78,Andison Charifort & Company Limited,30/09/2013,15/12/2014,Andison Charifort & Company Limited,Andison Charifort & Company Limited,Andison Charifort & Company Limited,NIL,"Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.","Construction of 1No. Motorised Borehole at Abavo (Abavo), Ika South LGA.",30/09/2013,15/12/2014,1,COMPLETED,nonconsulting
ocds-gyl66f-borbda-8kzead,ocds-gyl66f-borbda-8kzead,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,10000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.",5000000,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.",27/09/2013,5000000,Wepco Consultant (Nigeria) Limited,27/09/2013,15/12/2014,Wepco Consultant (Nigeria) Limited,Wepco Consultant (Nigeria) Limited,Wepco Consultant (Nigeria) Limited,NIL,"Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Motorised Borehole at Ibrede, Ndokwa East LGA, Delta State.",27/09/2013,15/12/2014,1,COMPLETED,goods
ocds-gyl66f-borbda-3zteeo,ocds-gyl66f-borbda-3zteeo,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,10000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.",4500000,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.",27/09/2013,4500000,Reginalo R & N Nigeria Limited,29/09/2013,15/12/2014,Reginalo R & N Nigeria Limited,Reginalo R & N Nigeria Limited,Reginalo R & N Nigeria Limited,NIL,"Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.","Construction of 1No. Hand-Aiger Drilled Borehole at Ibrede, Ndokwa East LGA, Delta State.",29/09/2013,15/12/2014,1,COMPLETED,works
ocds-gyl66f-borbda-zm3hlb,ocds-gyl66f-borbda-zm3hlb,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Boreholes at 10 Federal Constituencies, Delta State. ",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,7500000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Boreholes at 10 Federal Constituencies, Delta State. ","Construction of Boreholes at 10 Federal Constituencies, Delta State. ",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of Boreholes at 10 Federal Constituencies, Delta State. ","Construction of Boreholes at 10 Federal Constituencies, Delta State. ",7500000,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Boreholes at 10 Federal Constituencies, Delta State. ","Construction of Boreholes at 10 Federal Constituencies, Delta State. ",20/10/2014,7500000,Spec System Limited,30/09/2013,15/12/2014,Spec System Limited,Spec System Limited,Spec System Limited,NIL,"Construction of Boreholes at 10 Federal Constituencies, Delta State. ","Construction of Boreholes at 10 Federal Constituencies, Delta State. ",30/09/2013,15/12/2014,1,COMPLETED,consulting
ocds-gyl66f-borbda-ywmalh,ocds-gyl66f-borbda-ywmalh,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,5000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.","Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.",NCB,30/06/2014,21/08/2014,COMPLETED,"Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.","Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.",4972731.23,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.","Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.",11/12/2014,4972731.23,Prefape (NIG) Limited,41984,15/12/2014,Prefape (NIG) Limited,Prefape (NIG) Limited,Prefape (NIG) Limited,NIL,"Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.","Completion of a Borehole and Construction of Overhead Steel Tank and Control House at Isinigbo, Akure North LGA, Ondo State.",41984,15/12/2014,1,COMPLETED,nonconsulting
ocds-gyl66f-borbda-z89sda,ocds-gyl66f-borbda-z89sda,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Imiegba Water Scheme, Etsako LGA, Edo State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,30000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Imiegba Water Scheme, Etsako LGA, Edo State.","Construction of Imiegba Water Scheme, Etsako LGA, Edo State.",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of Imiegba Water Scheme, Etsako LGA, Edo State.","Construction of Imiegba Water Scheme, Etsako LGA, Edo State.",18319287,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Imiegba Water Scheme, Etsako LGA, Edo State.","Construction of Imiegba Water Scheme, Etsako LGA, Edo State.",20/10/2014,18319287,Solia International Limited,20/10/2014,15/12/2014,Solia International Limited,Solia International Limited,Solia International Limited,NIL,"Construction of Imiegba Water Scheme, Etsako LGA, Edo State.","Construction of Imiegba Water Scheme, Etsako LGA, Edo State.",20/10/2014,15/12/2014,1,COMPLETED,goods
ocds-gyl66f-borbda-tk4oee,ocds-gyl66f-borbda-tk4oee,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,30000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State","Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State","Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State",27536040,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State","Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State",20/10/2014,27536040,Gaze Options Limited,20/10/2014,15/12/2014,Gaze Options Limited,Gaze Options Limited,Gaze Options Limited,NIL,"Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State","Construction of Solar Street Light in Selected Communities, Etsako Federal Constituency, Edo State",20/10/2014,15/12/2014,1,COMPLETED,works
ocds-gyl66f-borbda-wz5ser,ocds-gyl66f-borbda-wz5ser,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,10000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City","Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City",NCB,30/06/2014,21/08/2014,COMPLETED,"Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City","Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City",10000000,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City","Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City",20/10/2014,10000000,Geonorm Associates Company Limited,20/10/2014,15/12/2014,Geonorm Associates Company Limited,Geonorm Associates Company Limited,Geonorm Associates Company Limited,NIL,"Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City","Construction of 1No. Motorised Borehole at Sakponba Road/Arewa Community, Benin City",20/10/2014,15/12/2014,1,COMPLETED,consulting
ocds-gyl66f-borbda-k3ylei,ocds-gyl66f-borbda-k3ylei,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,8000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",NCB,30/06/2014,21/08/2014,ON-GOING,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",11094543.1,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",20/10/2014,11094543.1,Keemdek Nigeria Limited,41740,15/12/2014,Keemdek Nigeria Limited,Keemdek Nigeria Limited,Keemdek Nigeria Limited,NIL,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",41740,15/12/2014,1,ON-GOING,nonconsulting
ocds-gyl66f-borbda-tyzsle,ocds-gyl66f-borbda-tyzsle,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,8000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",NCB,30/06/2014,21/08/2014,ON-GOING,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",11094543.1,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",20/10/2014,11094543.1,Kowope Associates Nigeria Limited,41740,15/12/2014,Kowope Associates Nigeria Limited,Kowope Associates Nigeria Limited,Kowope Associates Nigeria Limited,NIL,"Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.","Construction of 1No. Motorised Borehole at Agenebode, Etsako East LGA, Edo State.",41740,15/12/2014,0,ON-GOING,goods
ocds-gyl66f-borbda-w35ses,ocds-gyl66f-borbda-w35ses,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Completion of Clearing Works at Owena Multipurpose Dam,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,16000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Completion of Clearing Works at Owena Multipurpose Dam,Completion of Clearing Works at Owena Multipurpose Dam,NCB,30/06/2014,21/08/2014,COMPLETED,Completion of Clearing Works at Owena Multipurpose Dam,Completion of Clearing Works at Owena Multipurpose Dam,1401281.91,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Completion of Clearing Works at Owena Multipurpose Dam,Completion of Clearing Works at Owena Multipurpose Dam,20/10/2014,1401281.91,Messrs. Awomob Ventures ,23/06/2014,15/12/2014,Messrs. Awomob Ventures ,Messrs. Awomob Ventures ,Messrs. Awomob Ventures ,NIL,Completion of Clearing Works at Owena Multipurpose Dam,Completion of Clearing Works at Owena Multipurpose Dam,23/06/2014,15/12/2014,1,COMPLETED,works
ocds-gyl66f-borbda-66zitp,ocds-gyl66f-borbda-66zitp,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.",BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,16000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.","Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.",NCB,30/06/2014,21/08/2014,ON-GOING,"Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.","Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.",11060280,NCB,30/06/2014,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,"Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.","Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.",20/10/2014,11060280,Dipfen Nigeria Limited,41863,15/12/2014,Dipfen Nigeria Limited,Dipfen Nigeria Limited,Dipfen Nigeria Limited,NIL,"Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.","Clearing of Irrigable Area at the Owena Dam Irrigation Project, Ondo State.",41863,15/12/2014,0,ON-GOING,consulting
ocds-gyl66f-borbda-3mltss,ocds-gyl66f-borbda-3mltss,contract,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Construction of Infrastructure at Ukpoke Irrigation Project,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,65000000,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Construction of Infrastructure at Ukpoke Irrigation Project,Construction of Infrastructure at Ukpoke Irrigation Project,NCB,00/01/1900,21/08/2014,COMPLETED,Construction of Infrastructure at Ukpoke Irrigation Project,Construction of Infrastructure at Ukpoke Irrigation Project,64895366.97,NCB,00/01/1900,21/08/2014,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,BENIN-OWENA RIVER BASIN DEVELOPMENT AUTHORITY,Construction of Infrastructure at Ukpoke Irrigation Project,Construction of Infrastructure at Ukpoke Irrigation Project,20/10/2014,64895366.97,Oweni Nigeria Limited,41798,15/12/2014,Oweni Nigeria Limited,Oweni Nigeria Limited,Oweni Nigeria Limited,NIL,Construction of Infrastructure at Ukpoke Irrigation Project,Construction of Infrastructure at Ukpoke Irrigation Project,41798,15/12/2014,1,COMPLETED,nonconsulting
